License Number;Entity Name;Camis Trade Name;Address Bldg;Address Street Name;Address Location;Address City
1322144;YING LI & JIAN HUA LIN;D & E LAUNDROMAT;314;EAST   53 STREET;;BROOKLYN
1322211;JIAN DONG LAUNDROMAT, INC.;;62-95;FOREST AVENUE;;RIDGEWOOD
1324176;NEW WEST LAKE INC.;;149;SULLIVAN STREET;;NEW YORK
1325591;J. LAUNDROMAT INC.;;685;MORRIS PARK AVENUE;;BRONX
1326670;UNI-CARE SERVICES, INC.;;85;WEST END AVENUE;;BROOKLYN
1327429;JHONALVI SERVICES CORP;H. LOWY CLEANERS & TAILORS;141;EAST   61 STREET;;NEW YORK
1327625;WU, AI WAH;WAH FU LAUNDROMAT;6803;FORT HAMILTON PARKWAY;;BROOKLYN
1328335;MR GEORGE LAUNDROMAT, INC;;2166;COYLE STREET;;BROOKLYN
1328460;SONNYSONS LAUNDRY INC;;105-21;  64 ROAD;;QUEENS
1330157;YOUR HOUSE LAUNDROMAT 11, INC;;1024;WALTON AVENUE;;BRONX
1335465;SMITH LUCKY MAY INC;;1791;OCEAN AVENUE;;BROOKLYN
1336576;LEE'S EVERCLEAN LAUNDROMAT INC;;400;EAST   74 STREET;;NEW YORK
1336608;MNM LAUNDROMAT CORP;;24-07; 150 STREET;;WHITESTONE
1339092;HUDSON KIM CLEANERS, INC;;462;HUDSON STREET;;NEW YORK
1340002;HAPPY SOAP LAUNDROMAT CORP.;;2156;2 AVENUE;;NEW YORK
1340263;Y & Y LAUNDROMAT, INC.;;10809;CORONA AVENUE;;CORONA
1340868;LIN LAUNDRY EXPRESS, INC;;504B;EAST   98 STREET;;BROOKLYN
1295477;ALL-BRITE CLEANERS INC;;6813;  20 AVENUE;;BROOKLYN
1297228;GLOBAL MISSIONS INC;;24519;FRANCIS LEWIS BLVD;;ROSEDALE
1297712;KING COIN LAUNDROMAT INC.;;38-15;GREENPOINT AVENUE;;QUEENS
1301163;88 BENJAMIN LAUNDROMAT INC.;;62-11;  35 AVENUE;;WOODSIDE
1301507;W230 LAUNDRY SERVICES, LLC;;215;WEST  230 STREET;;BRONX
1303191;S&M ORTIZ LAUNDROMAT INC.;;30-10;  44 STREET;;LONG ISLND CITY
1306001;T & S LAUNDROMAT, INC;;448;HERZL ST;;BROOKLYN
1307077;CAMPUS LAUNDRY & CLEANERS, INC.;;146;WEST    4 STREET;;NEW YORK
1307289;NEW LOTS LAUNDROMAT INC.;;719;NEW LOTS AVENUE;;BROOKLYN
1307333;33 CONVENT LAUNDROMAT, INC;EXPRESS 1 LAUNDROMAT;33;CONVENT AVENUE;;NEW YORK
1307437;Q & L FAITH LAUNDROMAT INC.;;71-43;YELLOWSTONE BOULEVARD;;QUEENS
1307618;WASH & CLEAN LAUNDROMAT INC;;223-20;SOUTH CONDUIT AVENUE;;SPRINGFIELD GAR
1308570;WASH-UP LAUNDRAMAT INC;;215;MONTROSE AVENUE;;BROOKLYN
1309420;722 AVE U LAUNDROMAT INC;;722;AVENUE U;;BROOKLYN
1310038;GOLDEN MANDALAY CORP.;RIM'S LAUNDROMAT;36-15;  30 AVENUE;;QUEENS
1310636;HASSEN LAUNDRY GROUP INC;SUPER CLEAN;609;BEACH   20 STREET;;FAR ROCKAWAY
1311218;D-STAR LAUNDROMAT INC;;951;LEGGETT AVENUE;;BRONX
1311318;JIN RONG LAUNDRY, INC;;482;RIVERDALE AVENUE;;BROOKLYN
1312392;FRESH MEADOWS LAUNDROMAT AND WASH, INC.;;195-15;  69 AVENUE;;FRESH MEADOWS
1312686;LGF CLEANER'S INC.;USA CLEANERS;204;AVENUE S;;BROOKLYN
1314413;KHARUN INC.;MR SUPER LAUNDROMAT;205-20;JAMAICA AVENUE;;HOLLIS
1315054;MARIO'S LAUNDROMAT II, INC;;37-57; 108 STREET;;CORONA
1316392;64 WOODSIDE LAUNDROMAT INC.;;64-14;WOODSIDE AVENUE;;WOODSIDE
1319381;WDK PROCLEANERS INC;DDK PROCLEANERS;38-68;  13 STREET;;LONG ISLND CITY
1320823;S & J 21, LLC;;922;COLUMBUS AVENUE;;NEW YORK
1321403;DNG LAUNDROMAT INC.;;3161;CONEY ISLAND AVENUE;;BROOKLYN
1324388;WINGS AT BROOME LAUNDROMAT INC;;299B;BROOME STREET;;NEW YORK
1334080;CLEAN N'GREEN LAUNDROMAT LLC;;504;   5 AVENUE;;BROOKLYN
1336100;LAUNDRY GIANT INC;;2734;JEROME AVENUE;;BRONX
1338180;SNAP LAUNDROMAT, INC.;;1248;MYRTLE AVENUE;;BROOKLYN
1338358;NASSAU LAUNDROMAT INC;SUSAN LAUNDROMAT;244;NASSAU AVENUE;;BROOKLYN
1338851;NEW PHOENIX LAUNDROMAT CORP;;638;EAST  169 STREET;;BRONX
1339280;LULU LAUNDRY INC;;4115;   4 AVENUE;;BROOKLYN
1340502;LINES BUILDER COMPANY, LLC;;351-357;PORT RICHMOND AVENUE;;STATEN ISLAND
1340715;ZIGGS LAUNDRY INC;SOUTH BEACH LAUNDRY;276;SAND LANE;;STATEN ISLAND
1340843;CLEAN RITE CENTERS-112-05 SUTPHIN BLVD., LLC;;112-05;SUTPHIN BLVD;;JAMAICA
1341028;P. LAUNDROMAT INC;;29-17;  34 AVENUE;;ASTORIA
1341385;JIANG'S LAUNDRY I INC;JIANG'S LAUNDRY I INC;152;EAST   22 STREET;;NEW YORK
1341953;UNITED LAUNDRY 135 INC;;135;   7 AVENUE;;BROOKLYN
1342515;1263 LAUNDROMAT CORP;;1263;EDWARD L GRANT HIGHWAY;;BRONX
1342943;NEW 398 HARMAN STREET INC;;398;HARMAN STREET;;BROOKLYN
1343703;L & C WONDER LAUNDROMAT INC.;;2022;BEDFORD AVENUE;;BROOKLYN
1345959;JIE LI DA LAUNDROMAT INC.;;419;92ND ST;;BROOKLYN
1346015;MANSOUR LAUNDRY CORP;;8115;FLATLANDS AVENUE;;BROOKLYN
1346948;CHURCH LAUNDROMAT INC;;4701;CHURCH AVENUE;;BROOKLYN
1347736;FU XING LAUNDROMAT INC;;4823;   6 AVENUE;;BROOKLYN
1350688;XIE, WENJI;NEW SAM'S LANDROMAT & DRY CLEANERS;88-16;  55 AVENUE;;ELMHURST
1352648;CNB-STATEN ISLAND CENTER LLC;;250;BROAD STREET;;STATEN ISLAND
1352940;618 METRO LLC;SPIN CITY LAUNDROMAT & DRY CLEANING;618;METROPOLITAN AVENUE;;BROOKLYN
1356124;JIHONG LAUNDROMAT INC;;9614;JAMAICA AVENUE;;WOODHAVEN
1359530;A & K LAUNDROMAT INC;;4133;53RD ST;;WOODSIDE
1359812;TAO TING CORP.;;5606;7TH AVE;;BROOKLYN
1359898;HOUSE OF SUDZ III LAUNDROMAT;;1090;MANHATTAN AVE;;BROOKLYN
1341225;DO RE MI LAUNDROMAT, INC;;8411;ELMHURST AVENUE;;ELMHURST
1341642;V.S. CLEANERS INC;;713;EAST 180TH STREET;;BRONX
1341937;GIANT UNISOURCE CORP;;2232;PITKIN AVE;;BROOKLYN
1341976;D & W LAUNDROMAT INC;;1121;  39 STREET;;BROOKLYN
1342400;J & M LAUNDROMAT LLC;J & M LAUNDROMAT;88-15;  31 AVENUE;;QUEENS
1343914;CAI LING ZHENG;EMILY LAUNDROMAT;608;BUSHWICK AVENUE;;BROOKLYN
1344017;JESSIE LAUNDRY CORP;;381;EAST  138 STREET;;BRONX
1345428;PAYLESS LAUNDRY CORP;;43-13;DITMARS BOULEVARD;;ASTORIA
1345496;DADA, MOUDAR;GRIVE LAUNDRY;41;GROVE AVENUE;;STATEN ISLAND
1345555;L C EVER BEST, INC;;302;AVENUE U;;BROOKLYN
1346056;CHAN CHIT & POON KONG LING;POON'S LAUNDROMAT;17-08;UTOPIA PARKWAY;;WHITESTONE
1347742;LIN, WEN QING;NEW YONG NENG LAUNDROMAT;1075;CLARKSON AVENUE;;BROOKLYN
1348074;R&L'S LAUNDRY ROOM INC;SHALER AVENUE LAUNDRY CENTER;64-30;SHALER AVE;;GLENDALE
1349306;F M LAUNDROMAT INC.;;531;MARCY AVENUE;;BROOKLYN
1349429;TOMPKINS AVENUE LAUNDROMAT #1, INC.;;393;TOMPKINS AVENUE;;STATEN ISLAND
1350154;THE LAUNDRY CENTER OF WEBSTER AVE LLC;;2008;WEBSTER AVENUE;;BRONX
1351294;FALCON LAUNDROMAT, INC.;;804;WOODWARD AVE;;RIDGEWOOD
1360338;THE LAUNDRY CENTER OF SOUTHERN BLVD LLC;;559;SOUTHERN BLVD;;BRONX
1362970;ZHANG, XIONG XIN;NEW BUCKET OF SUDS;729;MEEKER AVE;;BROOKLYN
1362972;XING WANG LAUNDROMAT INC;;1105;CLARKSON AVE;;BROOKLYN
1365565;THE LAUNDRY CENTER OF NEW YORK LLC;;2467;WEBSTER AVENUE;;BRONX
1372764;ONE DAY LAUNDROMAT INC;;3675;BROADWAY;2 FL;NEW YORK
1373988;WING WONG LAUNDROMAT INC;;180;WYCKOFF AVE;;BROOKLYN
1374217;METRO RITE LAUNDROMAT, INC;;8923;   5 AVENUE;;BROOKLYN
1376523;LIFE LAUNDROMAT INC;;101;E 204TH ST;;BRONX
1376571;DARYA #2 LAUNDROMAT CORP;SPLASH LAUNDROMAT;812;W 187TH ST;;NEW YORK
1377621;297 LAUNDROMAT LIN INC;;297;ST NICHOLAS AVE;;RIDGEWOOD
1378401;BENNYS LAUNDROMAT INC;;1024A;ROSSVILLE AVE;;STATEN ISLAND
1378477;CLEAN CITY LAUNDRY OF RIDGEWOOD INC.;;883;WYCKOFF AVE;;RIDGEWOOD
1378545;YAU SHEONG CLEANERS, INC.;;1206;WHEELER AVE;1 FL;BRONX
1379039;FLATBUSH 2081 CLEANER INC.;;2081;FLATBUSH AVENUE;;BROOKLYN
1379949;BEST NORSTRAND LAUNDROMAT INC;;86-30; 103 AVENUE;;OZONE PARK
1381214;2241 SOUTHERN BLVD. LAUNDROMAT, LLC;;2241;SOUTHERN BLVD;;BRONX
1381552;LUCKY LUC'S INC.;LAUNDROMAT;543;86TH ST;;BROOKLYN
1383510;D & Y LAUNDROMAT, INC;;111-07;LEFFERTS BLVD;;S OZONE PARK
1384656;JIA XIN LAUNDROMAT INC.;;5821;5TH AVE;;BROOKLYN
1385466;NEW 99 LAUNDROMAT INC;;99;AVENUE U;;BROOKLYN
1387127;MY FAMILY LAUNDROMAT INC;;76;WESTERVELT AVE;;STATEN ISLAND
1388578;DAVEBRAND LAUNDRY, INC.;;32-06;36TH AVE;;ASTORIA
1392620;XIN SUNSHINE LAUNDROMAT INC;;300;GEORGIA AVE;;BROOKLYN
1393010;JAVISA LAUNDROMAT CORP.;;2220-22;AMSTERDAM AVE;;NEW YORK
1393138;CLEAN WORLD 1 INC;CLEAN WORLD 1;1036;SUTTER AVE;;BROOKLYN
1393707;BRONX COMMUNITY INC;;1965;UNIVERSITY AVENUE;;BRONX
1393965;FIFTH AVENUE LAUNDROMAT & DRY CLEANING INC.;;1492;   5 AVENUE;;NEW YORK
1395510;COME-TO-WASH LAUNDROMAT CORP.;;134;AVENUE U;GROUND FLOOR;BROOKLYN
1397487;DAS LAUNDROMAT CORP;;2028;WHITE PLAINS RD;;BRONX
1402114;N & S LAUNDROMAT INC;;179-40;HILLSIDE AVENUE;;JAMAICA
1402807;BROADWAY PARK LAUNDROMAT LLC;;4710;BROADWAY;;NEW YORK
1403598;68 J.J LAUNDROMAT INC.;;6809;NEW UTRECHT AVENUE;;BROOKLYN
1403917;TEN FEI LAUNDROMAT INC;;1942;NOSTRAND AVE;;BROOKLYN
1404765;GOOD YU QUAN LAUNDROMAT, INC.;;4917;7 AVENUE;;BROOKLYN
1404836;GENE INDUSTRIES INC.;CYCLE KING;184;AUDUBON AVENUE;;NEW YORK
1405423;SGJC, INC.;;439;W 50TH ST;;NEW YORK
1407759;80TH LAUNDROMAT CORP;;217;WEST   80 STREET;;NEW YORK
1307688;CHEN, SHENG PING;SP & MQ LAUNDROMAT;3102;FULTON STREET;FIRST FLOOR;BROOKLYN
1310616;RAINBOW LAUNDRY SERVICES INC;;8403;  20 AVENUE;STORE #2;BROOKLYN
1313928;MING RONG INC;Y & R LAUNDROMAT;754;SENECA AVENUE;;RIDGEWOOD
1314226;AROUND THE CORNER LAUNDROMAT, INC.;;795;EAST 151 STREET;;BRONX
1320387;BALLY LAUNDROMAT INC;;51-38;GOLDSMITH STREET;;ELMHURST
1320888;SUPER CLEAN LAUNDRY CITY INC;;2716;CHURCH AVENUE;;BROOKLYN
1323903;WESLY LAUNDROMAT LLC;;402;NEW LOTS AVENUE;;BROOKLYN
1324492;GLOBAL LAUNDROMAT INC;;773;  55 STREET;BSMT;BROOKLYN
1327544;Z & Q LAUNDROMAT INC.;;35-25; 153 STREET;;FLUSHING
1328953;J & A NEW CORPORATION;J & A LAUNDROMAT;7510;ROOSEVELT AVENUE;;JACKSON HEIGHTS
1334174;598 LAUNDROMAT INC;;59-08;MYRTLE AVENUE;;RIDGEWOOD
1334248;SELF-SERVICE LAUNDROMAT INC.;;294;CORNELIA STREET;;BROOKLYN
1334818;TJF SNACKS VI LLC;CASTLETON LAUNDROMAT;441-443;CASTLETON AVENUE;;STATEN ISLAND
1335113;G & L LAUNDROMAT INC;;2064;ATLANTIC AVENUE;;BROOKLYN
1335322;BURNS LAUNDROMAT INC;;68-04;BURNS STREET;STORE 3;FOREST HILLS
1336292;CLEAN BRITE SERVICE CENTER, LTD;;959;VAN DUZER STREET;;STATEN ISLAND
1338315;ASTORIA CLEANERS INC;;23-17;  31 STREET;;ASTORIA
1338617;QURESHI, SHAH;SHAH LAUNDROMAT;30-08;  36 AVENUE;;LONG ISLND CITY
1339413;DREAM CLEAN LAUNDROMAT 1 CORP;;245;BERGEN STREET;;BROOKLYN
1340153;GAO & CHENG INC;E-WONDERFUL CLEANER & LAUNDRY;343;EAST 66TH STREET;;NEW YORK
1340522;SUPER BRITE KINGS LAUNDRY INC;;169;CENTRAL AVENUE;;BROOKLYN
1340873;LEXINGTON STAR CLEANERS, INC;;1396;LEXINGTON AVENUE;;NEW YORK
1340928;RYANNA LAUNDROMAT INC;;4514;AVENUE D;;BROOKLYN
1341923;SHIRTS KIM, INC.;;679;EAST  138 STREET;;BRONX
1342044;NY BEST LAUNDROMAT INC.;;2863;FULTON STREET;;BROOKLYN
1342130;CASTLE HILL CLEANER AND LAUNDROMAT INC.;TROPICAL SUDS;1171;CASTLE HILL AVENUE;;BRONX
1342271;CLINTON HILL LAUNDRY INC.;;189;CLINTON STREET;;BROOKLYN
1342354;BSD LAUNDRY INC.;;90-13;  31 AVENUE;;QUEENS
1342428;173RD SIMPLY CLEAN, INC;;600;WEST  173 STREET;;NEW YORK
1342441;FLUFF-N-FOLD LAUNDRY SERVICES LLC;;440;E 75TH ST;;NEW YORK
1343367;MOTHERLOAD LLC;MOTHERLOAD LAUNDRY;2929;AVENUE S;;BROOKLYN
1343754;301 BROADWAY LAUNDROMAT INC.;;4116;BROADWAY;;ASTORIA
1344184;A.V. CHON INC;;86;CANAL ST;;STATEN ISLAND
1344252;E 16 LAUNDROMAT LLC;;1600;CORTELYOU ROAD;;BROOKLYN
1346158;NEW XIN LONG LAUNDROMAT INC;;814;WYCKOFF AVENUE;;BROOKLYN
1346320;ZHANG, YAN HUI;REGO PARK LAUNDROMAT;62-26;WOODHAVEN BOULEVARD;;REGO PARK
1346418;MGK LAUNDRY CORP;;35-01;  31 AVENUE;;QUEENS
1346813;VASQUEZ,DIOSMERY;DIOSMERY SUPER LAUNDROMAT;560;RALPH AVENUE;;BROOKLYN
1347992;JSC LAUNDROMAT INC;;192-19;47TH AVE;;FLUSHING
1349474;NEW NOSTRAND LAUNDROMAT INC.;;1565;NOSTRAND AVENUE;;BROOKLYN
1349791;35 ALLEN LAUNDROMAT CORP.;;35;ALLEN STREET;G/F;NEW YORK
1350697;FRANCISCO, ONG L;FRESH N CLEAN LAUNDRY;18903;UNION TURNPIKE;;FRESH MEADOWS
1351334;MY ELAINE LAUNDROMAT INC.;;3960;LACONIA AVENUE;;BRONX
1352434;JSLS LAUNDRY, INC;;106-17;CORONA AVENUE;;CORONA
1353542;BAO JING, INC;PERFECT LAUNDROMAT;233;ROCKAWAY AVENUE;;BROOKLYN
1353708;SUNNY CHEN LAUNDROMAT INC.;SUNNY LAUNDROMAT;105-18; 177 STREET;;JAMAICA
1354373;E & A LAUNDROMAT CORP;;570;VAN SICLEN AVENUE;;BROOKLYN
1356804;41 WILSON REALTY INC;;5402;CHURCH AVE;;BROOKLYN
1359391;SUPERCLEAN IV INC.;;1501;HYLAN BLVD;;STATEN ISLAND
1367133;BASMATIE BISUNLAL;SPLISH - SPLASH LAUNDROMAT 11;13202;CROSSBAY BOULEVARD;;OZONE PARK
1368941;VIVAX CORP;ULTRA WASH;926;MOTHER GASTON BLVD;;BROOKLYN
1370141;QU BOOMING LAUNDROMAT INC;;766-770;ROGERS AVE;;BROOKLYN
1371088;NEW ORIENTAL LAUNDROMAT INC;;1128;PIERCE AVE;;BRONX
1180296;HOME SWEET HOME LAUNDROMAT CORP.;;876;BELMONT AVENUE;;BROOKLYN
1184622;SNOWFLAKE LAUNDROMAT LLC;;2491;  65 ST;;BROOKLYN
1187270;J.J. METRO LAUNDROMAT CORP.;;53-25;METROPOLITAN AVENUE;;RIDGEWOOD
1187854;DAJA CORP;;326;EAST  194 STREET;;BRONX
1192397;CHEN, JIE MEI;JAMIE LAUNDROMAT COMPANY;19/Sep;  40 AVENUE;;LONG ISLND CITY
1192779;CHAN, CHI CHING;WING FAT LAUNDROMAT;1406;NEWKIRK AVENUE;;BROOKLYN
1201087;W.U.N. LAUNDROMAT INC;;1359;OGDEN AVENUE;;BRONX
1206185;NINA'S LAUNDROMAT, INC;;121-05; 101 AVENUE;;RICHMOND HILL
1209911;SAENID LAUNDROMAT, INC;;2085;LEXINGTON AVENUE;;NEW YORK
1211298;J&M LAUNDRY SERVICES, INC;;760;MCDONALD AVENUE;;BROOKLYN
1214338;JENNY YANG'S LAUNDROMAT, INC.;TEN ST. LAUNDROMAT;286;EAST 10TH STREET;;NEW YORK
1216073;FORTINI, ENRICO;ENRICO FORTINI;25-58;  18 STREET;;QUEENS
1216319;PAN, CALVIN KW;RUPERT WASH & DRY;1670;   3 AVENUE;;NEW YORK
1218040;K & Y AMERICA, LLC.;GREAT AMERICAN LAUNDROMAT;3211;WHITE PLAINS ROAD;;BRONX
1218614;LAU, SOOK YING;GOLD RIVER LAUNDROMAT;195-01;JAMAICA AVENUE;;HOLLIS
1218784;DAHILL LAUNDROMAT CORP.;;210;DAHILL ROAD;;BROOKLYN
1218833;SUPER CLEAN LAUNDROMAT INC;;63-02;FRESH POND ROAD;;RIDGEWOOD
1219251;UNION STREET SUPERWASH CENTER, INC;;134;UNION STREET;;BROOKLYN
1220068;CONWAY, KENNETH O;76 STREET & COOPER AVENUE LAUNDROMAT;69-45;76TH STREET;;MIDDLE VILLAGE
1221506;J.S. FRENCH CLEANERS INC;;1602;NEWKIRK AVENUE;;BROOKLYN
1222643;462 IRVING AVE LAUNDROMAT INC.;;462;IRVING AVENUE;;BROOKLYN
1223959;SOAP SUDS & BUBBLES LAUNDROMAT, INC.;;1263;SPOFFORD AVE;;BRONX
1225633;ZHENG, JIAN GUANG;NEW K D LAUNDROMAT;1991;BRONXDALE AVENUE;;BRONX
1228551;TAN, CUICHANG;MEGA J LAUNDROMAT;3605;  15 AVENUE;;BROOKLYN
1230428;PALOMA LAUNDROMAT, INC;;56;STAGG STREET;;BROOKLYN
1236239;1890 LAUNDRY LLC;THE LAUNDRY STATION;1890;FLATBUSH AVENUE;;BROOKLYN
1238395;FINEST LAUNDROMAT INC;;147-55;  41 AVENUE;;FLUSHING
1240813;R.R.C., CORP.;;378;JERSEY STREET;;STATEN ISLAND
1242052;XU, JIN JUN & XU JIN MIN;J & J LAUNDROMAT;6213;  18 AVENUE;;BROOKLYN
1242753;ST. PAUL'S LAUNDROMAT CORP.;;6;ST PAULS AVENUE;;STATEN ISLAND
1244748;PORT RICHMOND LAUNDROMAT, INC;SPA LAUNDRIES;2028;RICHMOND TERRACE;;STATEN ISLAND
1244930;LIN, XUE YUN;LIN'S LAUNDROMAT;9722;SEAVIEW AVENUE;AKA 9722-9724 SEAVIEW AVENUE;BROOKLYN
1245533;MARMY LAUNDROMAT, INC;;197;MALCOLM X BOULEVARD;;BROOKLYN
1246750;PYRAMID PARTNERS CORP.;JERRI'S UPTOWN;332;EAST   86 STREET;;NEW YORK
1247360;NEW SUNLIGHT LAUNDROMAT INC.;;4012;EAST TREMONT AVENUE;;BRONX
1247890;AQUA CLEAN LAUNDROMAT, INC;;72-06;  57 AVENUE;;QUEENS
1248406;STUDS & SUDS, INC.;;6517;  14 AVENUE;;BROOKLYN
1248784;K.P. LAUNDROMAT, INC.;;212-08;HILLSIDE AVENUE;STORE;QUEENS VILLAGE
1249664;CENTRAL CITY LAUNDROMAT INC.;;110-50;SPRINGFIELD BOULEVARD;;QUEENS VILLAGE
1250168;SUPER J LAUNDROMAT LLC;;497;TINTON AVENUE;;BRONX
1250582;CONSTANT INC.;;1711;BROADWAY;;BROOKLYN
1251402;303 LAUNDROMAT, LLC;;301;EAST  170 STREET;;BRONX
1253440;WANG, HUA;FUN REE LAUNDROMAT;85-17/19;WHITNEY AVENUE;;ELMHURST
1255416;HP 1 LAUNDROMAT, INC.;;20-67;STEINWAY STREET;;ASTORIA
1255558;LINDEN LAUNDROMAT, INC.;;200-10;LINDEN BOULEVARD;;SAINT ALBANS
1257041;IDRISS, ZAHER & IDRISS, MIRNA;FLUFF 'N FOLD;7906;  16 AVENUE;;BROOKLYN
1262178;GOOD HOPE LIBERTY LAUNDROMAT LLC;;149;EAST  165 STREET;;BRONX
1263551;FAMILY LAND, INC.;SO FRESH SO CLEAN;1;TERRACE VIEW AVENUE;;NEW YORK
1265150;NEW AQUA CLEAN WASH, INC.;;75;FEATHERBED LANE;;BRONX
1267240;B & M SALES, INC.;;245;JEWETT AVE;;STATEN ISLAND
1267736;NEW BRITE LAUNDROMAT INC.;;8813;AVENUE L;;BROOKLYN
1268948;B&Z LAUNDROMAT CORP.;LAUNDRYLAND;114-25;MERRICK BOULEVARD;;QUEENS
1269484;MIAO'S BROTHERS INC;;30-78;  14 STREET;;ASTORIA
1334017;LAUNDRY STOP ON JAMAICA INC.;;98-07;JAMAICA AVENUE;;WOODHAVEN
1335225;HILLSIDE LAUNDROMAT & WASH, INC;;144-01;HILLSIDE AVENUE;;QUEENS
1336321;CROSSBAY EXPRESS LAUNDROMAT INC.;;137-20;CROSSBAY BOULEVARD;;QUEENS
1336598;2001 CAMBRIA HEIGHTS LAUNDROMAT INC;;221-25;LINDEN BOULEVARD;;QUEENS
1337604;J J M S CORPORATION;;76-09;  37 AVENUE;;JACKSON HEIGHTS
1337786;LI, YI YU;HUA YU LAUNDROMAT;95-13;  57 AVENUE;;ELMHURST
1338645;JJ & MH, INC.;;3;THAYER STREET;;NEW YORK
1340685;JJ GENESIS INC;BROADWAY LAUNDROMAT;3632;KINGSBRIDGE AVENUE;;BRONX
1341324;KINGSTON LAUNDROMAT LLC;;129;KINGSTON AVENUE;;BROOKLYN
1342104;WENZHONG XIA;YESAN CLEANER;358;BEDFORD PARK BOULEVARD;;BRONX
1342312;CANARSIE 8 LAUNDROMAT LLC;;1881;ROCKAWAY PARKWAY;;BROOKLYN
1342868;LIU, YI XIN;111 LAUNDROMAT;39-17; 111 STREET;2/FL;CORONA
1343046;VENUS LAUNDROMAT LLC;;6924;   8 AVENUE;;BROOKLYN
1343319;SIR SUDS-A-LOT INC;GREEN SPIN LAUNDRY;27-04;23RD AVE;;ASTORIA
1343924;S & J LAUNDROMAT CORP;;83;EAST  110 STREET;;NEW YORK
1344178;RIVERDALE LAUNDRY INC;;3714B;RIVERDALE AVENUE;;BRONX
1344912;845 GRAND STREET SUPER WASH CENTER INC;;845;GRAND STREET;;BROOKLYN
1345462;GUILLAUME, JOSEPH E.;COMMUNITY LAUNDROMAT;2079;NOSTRAND AVENUE;;BROOKLYN
1346791;MEGA 777 INC.;EXPRESS LAUNDROMAT NY;149-15;NORTHERN BOULEVARD;;FLUSHING
1346967;SUPER WASH 85 CORP.;;1615;   1 AVENUE;;NEW YORK
1347502;5712 CLARENDON LAUNDROMAT LLC;;5712;CLARENDON RD;;BROOKLYN
1347526;OSK LAUNDROMAT INC;;115;LOGAN STREET;;BROOKLYN
1347714;1475 FLATBUSH AVENUE LAUNDROMAT, LLC;;1475;FLATBUSH AVENUE;;BROOKLYN
1350260;HANNAH LAUNDROMAT INC.;;75-11;METROPOLITAN AVENUE;;MIDDLE VILLAGE
1356383;RAINBOW LAUNDROMAT NY INC;;375;BROADWAY;;BROOKLYN
1356771;BA WAN JIA INC;;5616;CHURCH AVE;;BROOKLYN
1359557;KAI XUAN LAUNDROMAT INC;;1644;ST NICHOLAS AVE;;NEW YORK
1359608;LUCKY LAUNDRY EXPRESS INC;;7616;18TH AVE;;BROOKLYN
1359622;AVENUE B BEST CLEANER INC;;60;AVENUE B;;NEW YORK
1359849;108 CORONA MEGAWASH INC;;4815;108TH ST;;CORONA
1359984;E-Z CLEAN, INC.;EZ CLEAN LAUNDROMAT;2212;COLLEGE POINT BLVD;;COLLEGE POINT
1360433;GAM LAUNDROMAT INC;SUPER LAUNDROMAT;951;HOE AVE;;BRONX
1362792;SUNSHINE DRY CLEANERS & LAUNDRY CORPORATION;;18808;JAMAICA AVE;;HOLLIS
1367480;RRAF LLC;A-1 LAUNDRY;150;GREAVES LN;;STATEN ISLAND
1368484;DITMARS LAUNDRY CORP;;46-20;DITMARS BLVD;;ASTORIA
1369904;GOLD BULL VEND LLC;SUDSY WATER;1160;BRYANT AVE;;BRONX
1371929;HANA ENTERPRISE NY LLC;SONYA LAUNDROMAT;81-68;LEFFERTS BLVD;;KEW GARDENS
1374560;LIN, QI QIANG;LIN'S C & Z LAUNDROMAT;9522;SEAVIEW AVE;UNIT B;BROOKLYN
1376687;LINCHEN LAUNDROMAT INC;;137;W 67TH ST;;NEW YORK
1377978;ZULLY'S BUBBLES LAUNDROMAT INC;;26-28;18TH ST;;ASTORIA
1378125;DELIGHT LAUNDROMAT, LLC;;17;FORT PL;;STATEN ISLAND
1378199;WITMAN LAUNDROMAT INC;;4232;10TH AVE;;BROOKLYN
1379784;7607 LAUNDRY N CORP.;;7607;JAMAICA AVE;;WOODHAVEN
1380418;MCM LAUNDROMAT INC;HOLLYWOOD LAUNDROMAT;37-04;  31 AVENUE;;QUEENS
1381795;WP & M NYC, INC;;1554;YORK AVE;;NEW YORK
1381928;HUA HUA LAUNDROMAT INC;;51;E 181ST ST;;BRONX
1382682;LANDMARK LAUNDROMAT LLC;;59-37;QUEENS BOULEVARD;;WOODSIDE
1382936;AB LAUNDROMAT I CORP;;1501;NEPTUNE AVE;;BROOKLYN
1383184;LAUNDROMAT 168 CORP;;774;52ND ST;;BROOKLYN
1383689;POLY ORGANIC CLEANERS INC.;;60;W 75TH ST;;NEW YORK
1383853;510 NEW STARLIGHT LAUNDROMAT INC.;;510;W 218TH ST;;NEW YORK
1384418;7005 LAUNDROMAT INC;;7005;FORT HAMILTON PARKWAY;;BROOKLYN
1386948;BELLE HARBOR LAUNDRETTE, LLC;;448;BEACH 129TH ST;;BELLE HARBOR
1388670;50TH STREET LAUNDRY & CLEANERS, INC;;304;E 50TH ST;;NEW YORK
1372453;K & J LAUNDROMAT CORP;;1978;   2 AVENUE;;NEW YORK
1373308;CHAU, YAT FAN;NEW BELLEROSE LAUNDROMAT 2;12419;LIBERTY AVE;;S RICHMOND HILL
1375560;GOLD BULL VEND LLC;SUDSY WATER;2394;ADAM CLAYTON POWELL BLVD;;NEW YORK
